Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Efficiency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Publication Date
311,191.0,37,90,,"Cluster Platform 3000 BL2x220, L56xx 2.26 Ghz, Infiniband",Government,Hewlett-Packard,Sweden,2011,Government,17280,0,97500.0,156211.2,62.42,1700000,0,,,Cluster,Xeon L5640 6C 2.260GHz,Intel Nehalem,2260,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband,Northern Europe,Europe,11/2012
312,192.0,39,192,,"Cluster Platform SL170s, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",Web Company (F),Hewlett-Packard,United States,2012,Industry,18000,0,97100.6,191520.0,50.7,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL170s,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
313,193.0,32,21,Chinook,"Cluster Platform 4000 DL185G5, Opteron QC 2.2 GHz, Infiniband DDR",DOE/SC/Pacific Northwest National Laboratory,Hewlett-Packard,United States,2008,Research,18176,0,97071.0,159948.8,60.69,488000,0,,,Cluster,Opteron Quad Core 4C 2.200GHz,AMD x86_64,2200,Linux,Linux,,4,Opteron Quad Core,HP Cluster Platform 4000 DL185 G5 Cluster,HP Cluster Platform 4000,Infiniband,Infiniband DDR,North America,Americas,11/2012
314,,40,314,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,17220,0,97035.0,174266.0,55.68,0,0,522.34,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
315,,40,315,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,17220,0,97035.0,174266.0,55.68,0,0,522.34,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
316,,40,316,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,17220,0,97035.0,174266.0,55.68,0,0,522.34,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
317,,40,317,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,17220,0,97035.0,174266.0,55.68,0,0,522.34,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
318,194.0,37,96,Palmetto,"PE1950/SF X2200/iDPx/IBM dx340/HP DL165 Intel 53xx/54xx 2.33, Opteron 2.3, E5410 2.33GHz Myrinet 10G",Clemson University,Dell/Sun/IBM,United States,2011,Academic,13616,0,96920.0,123633.0,78.39,1489400,0,,,Cluster,Xeon E5410 4C 2.333GHz,Intel Core,2333,Linux,Linux,,4,"Xeon 5400-series ""Harpertown""",PowerEdge 1950/SunFire X2200/iDataPlex Cluster,Dell/Sun/IBM Cluster,Myrinet,Myrinet 10G,North America,Americas,11/2012
319,195.0,37,332,,"xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet",Government,IBM,United States,2011,Government,17160,0,96697.0,201115.2,48.08,0,0,546.26,177.02,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
320,,40,320,,"Cluster Platform 3000SL SL170s/160z, Xeon X5650 6C 2.660GHz, Gigabit Ethernet",Web Company (F),Hewlett-Packard,United States,2012,Industry,17904,0,96619.0,190499.0,50.72,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000SL SL170s/160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
321,,40,321,,"Cluster Platform 3000SL SL170s/160z, Xeon X5650 6C 2.660GHz, Gigabit Ethernet",Web Company (F),Hewlett-Packard,United States,2012,Industry,17904,0,96619.0,190499.0,50.72,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000SL SL170s/160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
322,196.0,37,92,,Cray XT5 QC 2.4 GHz,Navy DSRC,Cray Inc.,United States,2011,Government,12720,0,96550.0,122112.0,79.07,1652536,0,,,MPP,Opteron Quad Core 4C 2.400GHz,AMD x86_64,2400,CNL,Linux,,4,Opteron Quad Core,Cray XT5 QuadCore,Cray XT,Proprietary Network,XT4 Internal Interconnect,North America,Americas,11/2012
323,197.0,39,197,,"BladeCenter HX5, Xeon E7-2860 10C 2.260GHz, Gigabit Ethernet",Banking (M),IBM,United States,2012,Industry,19160,0,96444.93,173206.0,55.68,0,0,467.02,206.51,Cluster,Xeon E7-2860 10C 2.260GHz,Intel Westmere,2260,Linux,Linux,,10,Xeon E7 (Westmere-EX),BladeCenter HX5,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
324,198.0,39,198,,"Cluster Platform 4000 BL685c G7, Opteron 6136 8C 2.40 GHz, Gigabit Ethernet",Web Company (C),Hewlett-Packard,China,2012,Industry,19872,0,96006.8,190771.0,50.33,0,0,,,Cluster,Opteron 6136 8C 2.400GHz,AMD x86_64,2400,Linux,Linux,,8,"Opteron 6100-series ""Magny-Cours"" ",Cluster Platform 4000 BL685c G7,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
325,200.0,39,200,,"Cluster Platform SL160z, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",Web Company (F),Hewlett-Packard,United States,2012,Industry,17700,0,95595.0,188328.0,50.76,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
326,199.0,39,199,,"Cluster Platform SL160z, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",Web Company (F),Hewlett-Packard,United States,2012,Industry,17700,0,95595.0,188328.0,50.76,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
327,,40,327,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,8800,0,95507.0,183040.0,52.18,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
328,201.0,31,14,Frontier2 BG/L,Blue Gene/P Solution,EDF R&D,IBM,France,2008,Industry,32768,0,95450.0,111411.0,85.67,0,0,252.0,378.77,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Europe,Europe,11/2012
329,,40,329,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.660GHz, Infiniband QDR",Web Company (C),Hewlett-Packard,China,2012,Industry,11664,0,95146.1,124105.0,76.67,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,Eastern Asia,Asia,11/2012
330,202.0,33,35,,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband",IT Service Provider,Hewlett-Packard,Germany,2009,Industry,10240,0,94737.1,122880.0,77.1,0,0,,,Cluster,Xeon E5450 4C 3.000GHz,Intel Core,3000,Linux,Linux,,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband,Western Europe,Europe,11/2012
331,203.0,34,74,,"xSeries iDataPlex, Xeon E5645 6C 2.400GHz, Infiniband",University of Southampton,IBM,United Kingdom,2009,Academic,11088,0,94692.63,106444.8,88.96,0,0,228.22,414.92,Cluster,Xeon E5645 6C 2.400GHz,Intel Nehalem,2400,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,Northern Europe,Europe,11/2012
332,204.0,38,133,,"Cluster Platform 3000 BL460c G7, Xeon X5660 2.80 GHz, 10G Ethernet",Gaming Company,Hewlett-Packard,United States,2011,Industry,11712,0,94314.0,131174.0,71.9,0,0,,,Cluster,Xeon X5660 6C 2.800GHz,Intel Nehalem,2800,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,10G Ethernet,North America,Americas,11/2012
333,208.0,39,208,,"iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Telecommunication Company,IBM,China,2012,Industry,16716,0,94195.0,169166.0,55.68,0,0,480.58,196.0,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
334,205.0,39,205,,"iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Telecommunication Company,IBM,China,2012,Industry,16716,0,94195.0,169166.0,55.68,0,0,480.58,196.0,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
335,206.0,39,206,,"iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Telecommunication Company,IBM,China,2012,Industry,16716,0,94195.0,169166.0,55.68,0,0,480.58,196.0,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
336,207.0,39,207,,"iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Telecommunication Company,IBM,China,2012,Industry,16716,0,94195.0,169166.0,55.68,0,0,480.58,196.0,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
337,210.0,38,134,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience,IBM,United States,2011,Industry,7392,5376,93647.0,244890.0,38.24,0,0,108.15,865.9,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas,11/2012
338,209.0,38,135,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience,IBM,United States,2011,Industry,7392,5376,93647.0,244890.0,38.24,0,0,108.15,865.9,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas,11/2012
339,,40,339,,"Cluster Platform SL230s/SL250s, Xeon E5-2630 6C 2.300GHz, 10G Ethernet, NVIDIA 2090",Columbia University,Hewlett-Packard,United States,2012,Academic,8640,2304,93430.7,212342.4,44.0,0,0,,,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,NVIDIA 2090,6,Intel Xeon E5,Cluster Platform SL230s/SL250s,HP Cluster Platform 3000SL,Gigabit Ethernet,10G Ethernet,North America,Americas,11/2012
340,,40,340,,"SGI Altix X, Xeon E5-2690 8C 2.900GHz, Infiniband FDR",SGI,SGI,United States,2012,Vendor,4608,0,93170.0,106906.0,87.15,0,0,129.0,722.25,Cluster,Xeon E5-2690 8C 2.900GHz,Intel SandyBridge,2900,SUSE Linux Enterprise Server 11,Linux,,8,Intel Xeon E5,SGI Altix X,SGI Altix,Infiniband,Infiniband FDR,North America,Americas,11/2012
341,,40,341,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Financial Securities,IBM,United States,2012,Industry,16512,0,93046.0,343450.0,27.09,0,0,339.87,273.77,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Gigabit Ethernet,10G Ethernet,North America,Americas,11/2012
342,,40,342,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,16500,0,92978.0,166980.0,55.68,0,0,500.5,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
343,,40,343,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,16500,0,92978.0,166980.0,55.68,0,0,500.5,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
344,398.0,38,348,,"Cluster Platform 3000 BL 2x220, Xeon L5420 4C 2.50 GHz, Gigabit Ethernet",Grupa Allegro,Hewlett-Packard,Poland,2011,Industry,16876,0,92818.0,168760.0,55.0,0,0,,,Cluster,Xeon L5420 4C 2.500GHz,Intel Core,2500,Linux,Linux,,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,Eastern Europe,Europe,11/2012
345,,40,345,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband",Government,IBM,United States,2012,Government,9768,0,92457.0,103932.0,88.96,0,0,302.81,305.33,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Infiniband,Infiniband,North America,Americas,11/2012
346,211.0,37,97,,"Inspur TS10000 HPC Server, Xeon X56xx 2.93 Ghz, QDR Infiniband",Tsinghua University,Inspur,China,2011,Academic,9216,0,92420.0,107299.0,86.13,1729280,0,,,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Inspur TS10000 HPC Server,Inspur Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia,11/2012
347,212.0,39,212,,"BladeCenter HS22 Cluster (WM), Xeon X5650 6C 2.660GHz, Infiniband QDR",Lockheed Martin,IBM,United States,2012,Industry,9756,0,92343.25,103804.0,88.96,0,0,260.62,354.32,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband QDR,North America,Americas,11/2012
348,,40,348,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Universidad Nacional Autonoma de Mexico,Hewlett-Packard,Mexico,2012,Academic,5616,0,92282.1,116813.0,79.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Central America,Americas,11/2012
349,213.0,39,213,,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,16368,0,92234.0,165644.0,55.68,0,0,496.5,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
350,214.0,39,214,,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,16368,0,92234.0,165644.0,55.68,0,0,496.5,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
351,215.0,39,215,,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,16368,0,92234.0,165644.0,55.68,0,0,496.5,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
352,216.0,39,216,,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,16368,0,92234.0,165644.0,55.68,0,0,496.5,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
353,217.0,39,217,,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,16368,0,92234.0,165644.0,55.68,0,0,496.5,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
354,218.0,39,218,,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,16368,0,92234.0,165644.0,55.68,0,0,496.5,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
355,219.0,39,219,,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,16368,0,92234.0,165644.0,55.68,0,0,496.5,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
356,220.0,39,220,,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,16368,0,92234.0,165644.0,55.68,0,0,496.5,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
357,,40,357,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,8480,0,92034.0,176384.0,52.18,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
358,,40,358,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Service Provider,IBM,Japan,2012,Industry,16332,0,92031.0,165280.0,55.68,0,0,716.5,128.45,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
359,,40,359,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Service Provider,IBM,Japan,2012,Industry,16332,0,92031.0,165280.0,55.68,0,0,716.5,128.45,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
360,221.0,39,221,Boomer,"Dell R620/R720, Xeon E5-2650 8C 2.000GHz, Infiniband QDR, NVIDIA 2070",University of Oklahoma,Dell,United States,2012,Academic,6400,504,91620.0,108560.64,84.4,1172264,351624,158.1,579.51,Cluster,Xeon E5-2650 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,NVIDIA 2070,8,Intel Xeon E5,Dell R620/R720,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,North America,Americas,11/2012
361,,40,361,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Banking (M),IBM,United States,2012,Industry,16224,0,91423.0,164187.0,55.68,0,0,492.13,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
362,222.0,25,2,BGW,eServer Blue Gene Solution,IBM Thomas J. Watson Research Center,IBM,United States,2005,Research,40960,0,91290.0,114688.0,79.6,983039,0,448.0,203.77,MPP,PowerPC 440 2C 700MHz,Power,700,CNK/SLES 9,Mixed,,2,PowerPC 440,BlueGene/L,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas,11/2012
363,223.0,39,223,,"Cluster Platform 3000 BL460c G7, Xeon E5620 4C 2.40GHz, Gigabit Ethernet",Web Company (C),Hewlett-Packard,China,2012,Industry,18804,0,91232.6,180518.0,50.54,0,0,,,Cluster,Xeon E5620 4C 2.400GHz,Intel Nehalem,2400,Linux,Linux,,4,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
364,224.0,39,224,Virgo,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Indian Institute of Technology Madras,IBM,India,2012,Academic,4704,0,91126.0,97843.0,93.13,0,0,97.71,932.62,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,South-central Asia,Asia,11/2012
365,225.0,37,99,Fission,"Appro Xtreme-X3 Opteron 2.4GHz, Infiniband QDR",Idaho National Laboratory,Appro International,United States,2011,Research,12512,0,91030.0,120115.2,75.79,0,0,360.0,252.86,Cluster,Opteron 6136 8C 2.400GHz,AMD x86_64,2400,Linux,Linux,,8,"Opteron 6100-series ""Magny-Cours"" ",Appro XtremeServers,Appro XtremeServer,Infiniband,Infiniband QDR,North America,Americas,11/2012
366,226.0,38,139,,"Sunway 4000H Cluster, Xeon X56xx (Westmere-EP) 3.06 GHz, Infiniband QDR",Government,National Research Center of Parallel Computer Engineering & Technology,China,2011,Research,8400,0,90850.0,102816.0,88.36,1612800,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Sunway 4000H Cluster,Sunway Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia,11/2012
367,,40,367,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet",IT Service Provider,Hewlett-Packard,United States,2012,Industry,16704,0,90570.1,177731.0,50.96,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
368,231.0,39,231,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",IT Service Provider,Hewlett-Packard,United States,2012,Industry,16680,0,90379.0,177475.0,50.92,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
369,227.0,39,227,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",IT Service Provider,Hewlett-Packard,United States,2012,Industry,16680,0,90379.0,177475.0,50.92,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
